account_id,driver_1,driver_1_shap,driver_2,driver_2_shap,driver_3,driver_3_shap,summary
ACC01612,amount anomaly,-0.210974,fraud ring structure,-0.069193,high avg transaction,-0.05324,amount anomaly | fraud ring structure | high avg transaction
ACC00839,amount anomaly,-0.189278,large total outflow,-0.057137,high avg transaction,-0.053998,amount anomaly | large total outflow | high avg transaction
ACC01631,amount anomaly,-0.178509,network influence,-0.068113,high avg transaction,-0.0594,amount anomaly | network influence | high avg transaction
ACC00802,amount anomaly,-0.197047,high avg transaction,-0.059494,transfer hub,-0.043423,amount anomaly | high avg transaction | transfer hub
ACC01950,amount anomaly,-0.192167,high avg transaction,-0.055795,network influence,-0.045292,amount anomaly | high avg transaction | network influence
ACC01941,amount anomaly,-0.188926,high avg transaction,-0.059256,network influence,-0.054202,amount anomaly | high avg transaction | network influence
ACC00585,amount anomaly,-0.183631,network influence,-0.058758,transfer hub,-0.052438,amount anomaly | network influence | transfer hub
ACC01649,amount anomaly,-0.11096,concentrated recipients,0.073304,transfer hub,0.060086,amount anomaly | concentrated recipients | transfer hub
ACC00967,amount anomaly,-0.186491,fraud ring structure,-0.053482,large total outflow,-0.04979,amount anomaly | fraud ring structure | large total outflow
ACC01593,amount anomaly,-0.169237,high avg transaction,-0.050235,large total outflow,-0.03968,amount anomaly | high avg transaction | large total outflow
ACC00127,amount anomaly,-0.198216,high avg transaction,-0.049727,fraud ring structure,-0.03878,amount anomaly | high avg transaction | fraud ring structure
ACC01860,amount anomaly,-0.200515,high avg transaction,-0.062557,large total outflow,-0.052829,amount anomaly | high avg transaction | large total outflow
ACC00232,amount anomaly,-0.185106,network influence,-0.052125,high avg transaction,-0.043973,amount anomaly | network influence | high avg transaction
ACC00640,amount anomaly,-0.196146,fraud ring structure,-0.080395,high avg transaction,-0.061409,amount anomaly | fraud ring structure | high avg transaction
ACC01047,amount anomaly,-0.211263,high avg transaction,-0.064849,network influence,-0.061892,amount anomaly | high avg transaction | network influence
ACC01651,amount anomaly,0.52745,high avg transaction,-0.036623,high send volume,-0.022122,amount anomaly | high avg transaction | high send volume
ACC01148,amount anomaly,-0.18138,high avg transaction,-0.06346,fraud ring structure,-0.043999,amount anomaly | high avg transaction | fraud ring structure
ACC01605,amount anomaly,-0.088354,high receive volume,0.059995,large total outflow,0.040617,amount anomaly | high receive volume | large total outflow
ACC01836,amount anomaly,-0.190238,network influence,-0.055122,fraud ring structure,-0.049915,amount anomaly | network influence | fraud ring structure
ACC00970,amount anomaly,-0.19293,high avg transaction,-0.058031,large total outflow,-0.049276,amount anomaly | high avg transaction | large total outflow
ACC01599,amount anomaly,0.332404,high avg transaction,0.072752,fraud ring structure,0.071183,amount anomaly | high avg transaction | fraud ring structure
ACC01889,amount anomaly,-0.201494,high avg transaction,-0.056167,network influence,-0.050665,amount anomaly | high avg transaction | network influence
ACC01462,amount anomaly,-0.206849,high avg transaction,-0.058673,large total outflow,-0.052012,amount anomaly | high avg transaction | large total outflow
ACC00878,amount anomaly,0.56563,network influence,-0.024434,high avg transaction,-0.02256,amount anomaly | network influence | high avg transaction
ACC01794,amount anomaly,-0.185148,high avg transaction,-0.047234,large total outflow,-0.044952,amount anomaly | high avg transaction | large total outflow
ACC00321,amount anomaly,-0.207558,high avg transaction,-0.055962,network influence,-0.046838,amount anomaly | high avg transaction | network influence
ACC01578,amount anomaly,-0.191986,high avg transaction,-0.049995,fraud ring structure,-0.049334,amount anomaly | high avg transaction | fraud ring structure
ACC00429,amount anomaly,-0.189423,high avg transaction,-0.062189,large total outflow,-0.054192,amount anomaly | high avg transaction | large total outflow
ACC01268,amount anomaly,-0.184206,high avg transaction,-0.046532,network influence,-0.04517,amount anomaly | high avg transaction | network influence
ACC00080,amount anomaly,-0.200571,high avg transaction,-0.053487,fraud ring structure,-0.04831,amount anomaly | high avg transaction | fraud ring structure
ACC00501,amount anomaly,0.267438,high avg transaction,0.074959,fraud ring structure,0.071622,amount anomaly | high avg transaction | fraud ring structure
ACC01245,amount anomaly,-0.193001,high avg transaction,-0.073314,large total outflow,-0.060605,amount anomaly | high avg transaction | large total outflow
ACC01629,amount anomaly,-0.208992,high avg transaction,-0.067525,network influence,-0.054932,amount anomaly | high avg transaction | network influence
ACC00431,amount anomaly,0.446703,network influence,0.065957,high avg transaction,-0.024588,amount anomaly | network influence | high avg transaction
ACC01436,amount anomaly,-0.205449,high avg transaction,-0.06646,network influence,-0.065064,amount anomaly | high avg transaction | network influence
ACC00913,amount anomaly,-0.181594,network influence,-0.05227,high avg transaction,-0.050044,amount anomaly | network influence | high avg transaction
ACC00194,amount anomaly,0.277332,high avg transaction,0.073013,fraud ring structure,0.061904,amount anomaly | high avg transaction | fraud ring structure
ACC01236,amount anomaly,0.183193,diverse receivers,0.129103,high send volume,0.094731,amount anomaly | diverse receivers | high send volume
ACC01691,network influence,0.199539,amount anomaly,-0.11064,transfer hub,0.044362,network influence | amount anomaly | transfer hub
ACC00821,amount anomaly,-0.209883,network influence,-0.059646,high avg transaction,-0.056853,amount anomaly | network influence | high avg transaction
ACC00955,amount anomaly,-0.173074,high avg transaction,-0.063891,transfer hub,-0.063675,amount anomaly | high avg transaction | transfer hub
ACC00216,amount anomaly,0.476858,large total outflow,-0.034026,transfer hub,-0.028612,amount anomaly | large total outflow | transfer hub
ACC01463,amount anomaly,-0.20796,high avg transaction,-0.064368,network influence,-0.060214,amount anomaly | high avg transaction | network influence
ACC00825,amount anomaly,-0.169888,transfer hub,-0.058774,fraud ring structure,-0.049238,amount anomaly | transfer hub | fraud ring structure
ACC01650,amount anomaly,-0.203498,fraud ring structure,-0.061546,high avg transaction,-0.050862,amount anomaly | fraud ring structure | high avg transaction
ACC00174,amount anomaly,-0.182594,high avg transaction,-0.052546,fraud ring structure,-0.045689,amount anomaly | high avg transaction | fraud ring structure
ACC00951,amount anomaly,-0.176174,high avg transaction,-0.057999,large total outflow,-0.054785,amount anomaly | high avg transaction | large total outflow
ACC01969,amount anomaly,-0.211471,large total outflow,-0.052036,network influence,-0.049228,amount anomaly | large total outflow | network influence
ACC00017,amount anomaly,-0.270875,network influence,0.094179,transfer hub,-0.070172,amount anomaly | network influence | transfer hub
ACC01788,amount anomaly,-0.191629,network influence,-0.052697,fraud ring structure,-0.046394,amount anomaly | network influence | fraud ring structure
ACC00464,amount anomaly,-0.199326,high avg transaction,-0.055794,high send volume,-0.044697,amount anomaly | high avg transaction | high send volume
ACC00857,amount anomaly,-0.190521,fraud ring structure,-0.050356,transfer hub,-0.039899,amount anomaly | fraud ring structure | transfer hub
ACC00885,amount anomaly,-0.198026,high avg transaction,-0.054609,large total outflow,-0.046203,amount anomaly | high avg transaction | large total outflow
ACC00077,amount anomaly,-0.205611,network influence,-0.060166,high avg transaction,-0.057396,amount anomaly | network influence | high avg transaction
ACC01180,amount anomaly,-0.182251,high avg transaction,-0.052053,fraud ring structure,-0.042715,amount anomaly | high avg transaction | fraud ring structure
ACC01110,amount anomaly,-0.196869,high avg transaction,-0.05809,large total outflow,-0.037677,amount anomaly | high avg transaction | large total outflow
ACC00328,amount anomaly,-0.193093,fraud ring structure,-0.075678,high avg transaction,-0.054843,amount anomaly | fraud ring structure | high avg transaction
ACC01118,amount anomaly,-0.200193,high avg transaction,-0.056349,fraud ring structure,-0.042997,amount anomaly | high avg transaction | fraud ring structure
ACC00339,amount anomaly,0.455964,high receive volume,0.018812,high send volume,0.018611,amount anomaly | high receive volume | high send volume
ACC00434,amount anomaly,-0.152476,high avg transaction,-0.059518,fraud ring structure,-0.054158,amount anomaly | high avg transaction | fraud ring structure
ACC01742,amount anomaly,-0.195955,high avg transaction,-0.04591,fraud ring structure,-0.04517,amount anomaly | high avg transaction | fraud ring structure
ACC00007,amount anomaly,-0.187621,network influence,-0.063252,high avg transaction,-0.054827,amount anomaly | network influence | high avg transaction
ACC00860,amount anomaly,-0.192673,high avg transaction,-0.049334,fraud ring structure,-0.041932,amount anomaly | high avg transaction | fraud ring structure
ACC00249,amount anomaly,-0.226149,network influence,-0.062019,high avg transaction,-0.060118,amount anomaly | network influence | high avg transaction
ACC01564,amount anomaly,-0.228913,high avg transaction,-0.058508,network influence,-0.050759,amount anomaly | high avg transaction | network influence
ACC01410,amount anomaly,-0.183071,network influence,-0.052564,high avg transaction,-0.048149,amount anomaly | network influence | high avg transaction
ACC01099,amount anomaly,-0.197474,transfer hub,-0.056962,high avg transaction,-0.049999,amount anomaly | transfer hub | high avg transaction
ACC01910,amount anomaly,-0.192596,high avg transaction,-0.050679,fraud ring structure,-0.049807,amount anomaly | high avg transaction | fraud ring structure
ACC00987,amount anomaly,-0.129339,high receive volume,0.072017,transfer hub,0.068997,amount anomaly | high receive volume | transfer hub
ACC00752,amount anomaly,0.309729,high avg transaction,0.079661,fraud ring structure,0.075925,amount anomaly | high avg transaction | fraud ring structure
ACC00139,amount anomaly,-0.193063,high avg transaction,-0.052447,transfer hub,-0.052077,amount anomaly | high avg transaction | transfer hub
ACC01353,amount anomaly,-0.201857,network influence,-0.06352,fraud ring structure,-0.048244,amount anomaly | network influence | fraud ring structure
ACC00111,amount anomaly,-0.234478,high avg transaction,-0.065308,network influence,-0.056481,amount anomaly | high avg transaction | network influence
ACC00660,amount anomaly,-0.257395,network influence,0.05885,high avg transaction,-0.0538,amount anomaly | network influence | high avg transaction
ACC01616,amount anomaly,-0.193728,high avg transaction,-0.069744,large total outflow,-0.048153,amount anomaly | high avg transaction | large total outflow
ACC01217,amount anomaly,-0.177523,high avg transaction,-0.049869,large total outflow,-0.040921,amount anomaly | high avg transaction | large total outflow
ACC00842,amount anomaly,-0.273106,high avg transaction,-0.055969,fraud ring structure,-0.049237,amount anomaly | high avg transaction | fraud ring structure
ACC01601,amount anomaly,-0.193275,network influence,-0.062241,high avg transaction,-0.056822,amount anomaly | network influence | high avg transaction
ACC00309,amount anomaly,-0.180296,high avg transaction,-0.052528,large total outflow,-0.044764,amount anomaly | high avg transaction | large total outflow
ACC01252,amount anomaly,-0.17687,high avg transaction,-0.061491,transfer hub,-0.048812,amount anomaly | high avg transaction | transfer hub
ACC01184,amount anomaly,0.28112,fraud ring structure,0.076833,high avg transaction,0.074383,amount anomaly | fraud ring structure | high avg transaction
ACC00071,amount anomaly,-0.207969,high avg transaction,-0.051954,large total outflow,-0.042522,amount anomaly | high avg transaction | large total outflow
ACC00168,amount anomaly,-0.184948,high avg transaction,-0.050157,fraud ring structure,-0.041467,amount anomaly | high avg transaction | fraud ring structure
ACC01981,amount anomaly,-0.194201,high avg transaction,-0.062688,network influence,-0.06207,amount anomaly | high avg transaction | network influence
ACC00108,amount anomaly,-0.198581,network influence,-0.061057,high avg transaction,-0.05168,amount anomaly | network influence | high avg transaction
ACC01309,amount anomaly,-0.255779,network influence,0.074825,high avg transaction,-0.059398,amount anomaly | network influence | high avg transaction
ACC00383,amount anomaly,-0.184383,high avg transaction,-0.056083,large total outflow,-0.046169,amount anomaly | high avg transaction | large total outflow
ACC00395,amount anomaly,-0.271305,high avg transaction,-0.063184,large total outflow,-0.052542,amount anomaly | high avg transaction | large total outflow
ACC00778,amount anomaly,-0.196709,high avg transaction,-0.066606,network influence,-0.049757,amount anomaly | high avg transaction | network influence
ACC00136,amount anomaly,-0.186031,network influence,-0.059014,high avg transaction,-0.05858,amount anomaly | network influence | high avg transaction
ACC01338,amount anomaly,-0.196138,high avg transaction,-0.057792,large total outflow,-0.041309,amount anomaly | high avg transaction | large total outflow
ACC00095,amount anomaly,-0.171777,high avg transaction,-0.06057,fraud ring structure,-0.056968,amount anomaly | high avg transaction | fraud ring structure
ACC00621,amount anomaly,-0.299733,high avg transaction,-0.061407,fraud ring structure,-0.049414,amount anomaly | high avg transaction | fraud ring structure
ACC01412,amount anomaly,-0.202687,network influence,-0.061688,high avg transaction,-0.056205,amount anomaly | network influence | high avg transaction
ACC01857,amount anomaly,-0.186639,high avg transaction,-0.063624,large total outflow,-0.041246,amount anomaly | high avg transaction | large total outflow
ACC00241,amount anomaly,-0.204754,high avg transaction,-0.052747,fraud ring structure,-0.048795,amount anomaly | high avg transaction | fraud ring structure
ACC00210,amount anomaly,-0.208314,high avg transaction,-0.064822,network influence,-0.062717,amount anomaly | high avg transaction | network influence
ACC00351,amount anomaly,0.248015,fraud ring structure,0.070631,high avg transaction,0.066066,amount anomaly | fraud ring structure | high avg transaction
ACC00544,amount anomaly,-0.177374,high avg transaction,-0.06179,high send volume,-0.037645,amount anomaly | high avg transaction | high send volume
ACC00157,amount anomaly,-0.203843,high avg transaction,-0.070406,large total outflow,-0.050617,amount anomaly | high avg transaction | large total outflow
ACC01697,amount anomaly,-0.201309,high avg transaction,-0.060181,fraud ring structure,-0.04983,amount anomaly | high avg transaction | fraud ring structure
ACC00901,amount anomaly,-0.17862,high avg transaction,-0.052699,large total outflow,-0.042998,amount anomaly | high avg transaction | large total outflow
ACC00198,amount anomaly,-0.178123,high avg transaction,-0.064979,fraud ring structure,-0.04599,amount anomaly | high avg transaction | fraud ring structure
ACC00200,amount anomaly,-0.191434,high avg transaction,-0.062325,fraud ring structure,-0.043761,amount anomaly | high avg transaction | fraud ring structure
ACC00912,amount anomaly,-0.204484,high avg transaction,-0.060333,fraud ring structure,-0.051792,amount anomaly | high avg transaction | fraud ring structure
ACC00418,amount anomaly,-0.206163,high avg transaction,-0.059456,network influence,-0.051433,amount anomaly | high avg transaction | network influence
ACC00008,amount anomaly,-0.214415,high avg transaction,-0.077929,large total outflow,-0.0516,amount anomaly | high avg transaction | large total outflow
ACC01820,amount anomaly,-0.17798,high avg transaction,-0.055164,fraud ring structure,-0.047092,amount anomaly | high avg transaction | fraud ring structure
ACC00294,amount anomaly,-0.192029,high avg transaction,-0.054824,fraud ring structure,-0.051727,amount anomaly | high avg transaction | fraud ring structure
ACC00170,amount anomaly,0.266102,high avg transaction,0.078838,diverse receivers,0.058651,amount anomaly | high avg transaction | diverse receivers
ACC00463,amount anomaly,-0.085251,transfer hub,0.062665,network influence,0.057853,amount anomaly | transfer hub | network influence
ACC00856,amount anomaly,-0.195395,high avg transaction,-0.05147,fraud ring structure,-0.042913,amount anomaly | high avg transaction | fraud ring structure
ACC01341,amount anomaly,-0.188548,high avg transaction,-0.057209,large total outflow,-0.043214,amount anomaly | high avg transaction | large total outflow
ACC01242,amount anomaly,-0.191613,large total outflow,-0.060458,high avg transaction,-0.059585,amount anomaly | large total outflow | high avg transaction
ACC01156,amount anomaly,-0.183304,high avg transaction,-0.055097,transfer hub,-0.050166,amount anomaly | high avg transaction | transfer hub
ACC01894,amount anomaly,-0.20574,high avg transaction,-0.067905,large total outflow,-0.0617,amount anomaly | high avg transaction | large total outflow
ACC00130,amount anomaly,-0.119883,transfer hub,0.048483,network influence,0.038226,amount anomaly | transfer hub | network influence
ACC00436,amount anomaly,-0.190855,high avg transaction,-0.052976,network influence,-0.050946,amount anomaly | high avg transaction | network influence
ACC01084,amount anomaly,-0.255712,network influence,0.072108,high avg transaction,-0.057888,amount anomaly | network influence | high avg transaction
ACC01428,amount anomaly,0.30352,high avg transaction,0.08533,diverse receivers,0.066187,amount anomaly | high avg transaction | diverse receivers
ACC01715,amount anomaly,-0.106908,transfer hub,0.052526,high receive volume,0.035634,amount anomaly | transfer hub | high receive volume
ACC01486,amount anomaly,-0.196681,high avg transaction,-0.063455,fraud ring structure,-0.056917,amount anomaly | high avg transaction | fraud ring structure
ACC01562,amount anomaly,-0.284229,fraud ring structure,-0.06287,high avg transaction,-0.058648,amount anomaly | fraud ring structure | high avg transaction
ACC01386,amount anomaly,-0.250939,network influence,0.066735,high avg transaction,-0.063166,amount anomaly | network influence | high avg transaction
ACC01228,amount anomaly,-0.199993,high avg transaction,-0.059659,large total outflow,-0.054509,amount anomaly | high avg transaction | large total outflow
ACC01737,amount anomaly,0.388361,network influence,0.075974,fraud ring structure,0.072671,amount anomaly | network influence | fraud ring structure
ACC01838,amount anomaly,-0.192124,network influence,-0.062871,high avg transaction,-0.060686,amount anomaly | network influence | high avg transaction
ACC00766,amount anomaly,-0.190592,large total outflow,-0.053905,transfer hub,-0.048938,amount anomaly | large total outflow | transfer hub
ACC01025,amount anomaly,-0.112775,large total outflow,0.059401,high receive volume,0.046374,amount anomaly | large total outflow | high receive volume
ACC01179,amount anomaly,-0.200976,high avg transaction,-0.051747,network influence,-0.050456,amount anomaly | high avg transaction | network influence
ACC00369,amount anomaly,-0.180309,large total outflow,-0.043269,network influence,-0.039829,amount anomaly | large total outflow | network influence
ACC00403,amount anomaly,-0.197008,high avg transaction,-0.057534,network influence,-0.047499,amount anomaly | high avg transaction | network influence
ACC00904,amount anomaly,-0.162879,high avg transaction,-0.055648,large total outflow,-0.041683,amount anomaly | high avg transaction | large total outflow
ACC00776,amount anomaly,-0.18018,transfer hub,-0.058441,high avg transaction,-0.050047,amount anomaly | transfer hub | high avg transaction
ACC01944,amount anomaly,-0.187038,high avg transaction,-0.050364,large total outflow,-0.040606,amount anomaly | high avg transaction | large total outflow
ACC01641,amount anomaly,0.280602,fraud ring structure,0.086064,high avg transaction,0.075543,amount anomaly | fraud ring structure | high avg transaction
ACC01748,amount anomaly,-0.12974,high receive volume,0.105082,high connectivity,0.083994,amount anomaly | high receive volume | high connectivity
ACC00808,amount anomaly,-0.183818,high avg transaction,-0.046652,large total outflow,-0.043043,amount anomaly | high avg transaction | large total outflow
ACC01873,amount anomaly,-0.201688,high avg transaction,-0.050736,large total outflow,-0.038792,amount anomaly | high avg transaction | large total outflow
ACC01711,amount anomaly,-0.201297,high avg transaction,-0.070453,network influence,-0.06946,amount anomaly | high avg transaction | network influence
ACC00407,amount anomaly,-0.197231,high avg transaction,-0.057477,large total outflow,-0.052438,amount anomaly | high avg transaction | large total outflow
ACC00594,amount anomaly,-0.17235,fraud ring structure,-0.055383,high avg transaction,-0.055276,amount anomaly | fraud ring structure | high avg transaction
ACC00411,amount anomaly,-0.181297,high avg transaction,-0.063226,fraud ring structure,-0.053755,amount anomaly | high avg transaction | fraud ring structure
ACC00153,amount anomaly,-0.198497,high avg transaction,-0.069064,large total outflow,-0.058242,amount anomaly | high avg transaction | large total outflow
ACC01485,amount anomaly,-0.186478,high avg transaction,-0.061824,fraud ring structure,-0.058512,amount anomaly | high avg transaction | fraud ring structure
ACC01648,amount anomaly,-0.188899,high avg transaction,-0.064898,network influence,-0.050769,amount anomaly | high avg transaction | network influence
ACC01592,amount anomaly,-0.194549,network influence,-0.052758,high avg transaction,-0.051692,amount anomaly | network influence | high avg transaction
ACC00381,amount anomaly,-0.185289,high avg transaction,-0.049185,fraud ring structure,-0.043145,amount anomaly | high avg transaction | fraud ring structure
ACC01310,amount anomaly,0.289887,fraud ring structure,0.080559,high avg transaction,0.078808,amount anomaly | fraud ring structure | high avg transaction
ACC01623,amount anomaly,-0.128425,transfer hub,0.087962,fraud ring structure,0.044018,amount anomaly | transfer hub | fraud ring structure
ACC00648,amount anomaly,-0.202061,high avg transaction,-0.061286,network influence,-0.0492,amount anomaly | high avg transaction | network influence
ACC01896,amount anomaly,-0.201619,high avg transaction,-0.056127,network influence,-0.055793,amount anomaly | high avg transaction | network influence
ACC00526,amount anomaly,-0.185519,high avg transaction,-0.054967,large total outflow,-0.045694,amount anomaly | high avg transaction | large total outflow
ACC01759,amount anomaly,-0.108084,concentrated recipients,0.04201,network influence,0.040818,amount anomaly | concentrated recipients | network influence
ACC00865,amount anomaly,-0.182532,fraud ring structure,-0.063323,large total outflow,-0.041247,amount anomaly | fraud ring structure | large total outflow
ACC01799,amount anomaly,-0.204084,high avg transaction,-0.060033,network influence,-0.055214,amount anomaly | high avg transaction | network influence
ACC00642,amount anomaly,-0.207612,large total outflow,-0.056372,high avg transaction,-0.055229,amount anomaly | large total outflow | high avg transaction
ACC00094,amount anomaly,-0.282956,network influence,0.077693,high avg transaction,-0.054662,amount anomaly | network influence | high avg transaction
ACC01165,amount anomaly,-0.172525,transfer hub,-0.073898,high avg transaction,-0.058799,amount anomaly | transfer hub | high avg transaction
ACC00048,amount anomaly,-0.212561,high avg transaction,-0.063581,large total outflow,-0.044273,amount anomaly | high avg transaction | large total outflow
ACC01054,amount anomaly,-0.192991,high avg transaction,-0.057256,network influence,-0.05002,amount anomaly | high avg transaction | network influence
ACC00357,amount anomaly,-0.184972,network influence,-0.054015,high avg transaction,-0.050066,amount anomaly | network influence | high avg transaction
ACC01435,amount anomaly,-0.197178,high avg transaction,-0.057528,network influence,-0.044872,amount anomaly | high avg transaction | network influence
ACC00571,amount anomaly,-0.199969,network influence,-0.062442,high avg transaction,-0.057473,amount anomaly | network influence | high avg transaction
ACC00327,amount anomaly,-0.204494,high avg transaction,-0.066702,large total outflow,-0.053521,amount anomaly | high avg transaction | large total outflow
ACC01775,amount anomaly,-0.2374,high send volume,0.115433,diverse receivers,0.086954,amount anomaly | high send volume | diverse receivers
ACC01522,amount anomaly,-0.173363,transfer hub,-0.067729,high avg transaction,-0.046781,amount anomaly | transfer hub | high avg transaction
ACC00700,amount anomaly,-0.179392,high avg transaction,-0.048432,concentrated recipients,-0.045583,amount anomaly | high avg transaction | concentrated recipients
ACC01394,amount anomaly,-0.255742,high avg transaction,-0.061433,fraud ring structure,-0.052107,amount anomaly | high avg transaction | fraud ring structure
ACC00788,amount anomaly,-0.176181,high avg transaction,-0.055112,fraud ring structure,-0.042576,amount anomaly | high avg transaction | fraud ring structure
ACC00021,amount anomaly,-0.181916,high avg transaction,-0.065779,large total outflow,-0.053996,amount anomaly | high avg transaction | large total outflow
ACC01193,amount anomaly,-0.160696,transfer hub,-0.060272,high avg transaction,-0.048118,amount anomaly | transfer hub | high avg transaction
ACC01713,amount anomaly,-0.200346,high avg transaction,-0.058129,large total outflow,-0.049508,amount anomaly | high avg transaction | large total outflow
ACC01459,amount anomaly,-0.201829,high avg transaction,-0.06214,network influence,-0.049486,amount anomaly | high avg transaction | network influence
ACC00749,amount anomaly,-0.163963,transfer hub,-0.086758,high avg transaction,-0.047879,amount anomaly | transfer hub | high avg transaction
ACC01804,amount anomaly,-0.165379,high avg transaction,-0.057017,network influence,-0.053919,amount anomaly | high avg transaction | network influence
ACC00239,amount anomaly,-0.184856,high avg transaction,-0.071657,large total outflow,-0.053967,amount anomaly | high avg transaction | large total outflow
ACC00349,amount anomaly,-0.193755,high avg transaction,-0.065464,fraud ring structure,-0.044709,amount anomaly | high avg transaction | fraud ring structure
ACC01366,amount anomaly,-0.194259,network influence,-0.072302,high avg transaction,-0.057228,amount anomaly | network influence | high avg transaction
ACC00443,amount anomaly,-0.19077,high avg transaction,-0.055204,transfer hub,-0.043169,amount anomaly | high avg transaction | transfer hub
ACC00459,amount anomaly,-0.18239,network influence,0.084121,high avg transaction,-0.069195,amount anomaly | network influence | high avg transaction
ACC00741,amount anomaly,0.54295,network influence,-0.028238,fraud ring structure,-0.022648,amount anomaly | network influence | fraud ring structure
ACC00449,amount anomaly,0.334513,fraud ring structure,0.085848,network influence,0.073439,amount anomaly | fraud ring structure | network influence
ACC01811,amount anomaly,-0.19167,high avg transaction,-0.063355,large total outflow,-0.058913,amount anomaly | high avg transaction | large total outflow
ACC00854,amount anomaly,-0.102705,high receive volume,0.092009,transfer hub,0.070096,amount anomaly | high receive volume | transfer hub
ACC01276,amount anomaly,-0.200764,high avg transaction,-0.059729,network influence,-0.040749,amount anomaly | high avg transaction | network influence
ACC01260,amount anomaly,-0.160809,fraud ring structure,-0.057233,large total outflow,-0.048223,amount anomaly | fraud ring structure | large total outflow
ACC01901,amount anomaly,-0.198985,high avg transaction,-0.067807,transfer hub,-0.06127,amount anomaly | high avg transaction | transfer hub
ACC01622,amount anomaly,-0.170626,high avg transaction,-0.057919,large total outflow,-0.041158,amount anomaly | high avg transaction | large total outflow
ACC01936,amount anomaly,-0.194069,high avg transaction,-0.050712,network influence,-0.049838,amount anomaly | high avg transaction | network influence
ACC00929,amount anomaly,-0.182538,high avg transaction,-0.065593,fraud ring structure,-0.048145,amount anomaly | high avg transaction | fraud ring structure
ACC00922,amount anomaly,-0.189881,high avg transaction,-0.065639,large total outflow,-0.052724,amount anomaly | high avg transaction | large total outflow
ACC00066,amount anomaly,-0.164081,network influence,-0.071675,high avg transaction,-0.053111,amount anomaly | network influence | high avg transaction
ACC00917,amount anomaly,-0.20088,large total outflow,-0.055374,high avg transaction,-0.053999,amount anomaly | large total outflow | high avg transaction
ACC01767,amount anomaly,-0.192335,high avg transaction,-0.054746,large total outflow,-0.054306,amount anomaly | high avg transaction | large total outflow
ACC00603,amount anomaly,-0.173046,high avg transaction,-0.05226,large total outflow,-0.046659,amount anomaly | high avg transaction | large total outflow
ACC01721,amount anomaly,-0.192714,high avg transaction,-0.050246,network influence,-0.049636,amount anomaly | high avg transaction | network influence
ACC00570,amount anomaly,-0.204272,high avg transaction,-0.064107,fraud ring structure,-0.056949,amount anomaly | high avg transaction | fraud ring structure
ACC01881,amount anomaly,-0.216741,high avg transaction,-0.071055,large total outflow,-0.061536,amount anomaly | high avg transaction | large total outflow
ACC00644,amount anomaly,-0.17935,network influence,-0.06323,high avg transaction,-0.05157,amount anomaly | network influence | high avg transaction
ACC00663,amount anomaly,-0.186958,transfer hub,-0.073359,high avg transaction,-0.058724,amount anomaly | transfer hub | high avg transaction
ACC00272,amount anomaly,-0.199189,high avg transaction,-0.062476,large total outflow,-0.051581,amount anomaly | high avg transaction | large total outflow
ACC01976,amount anomaly,-0.182729,large total outflow,-0.055274,high avg transaction,-0.051963,amount anomaly | large total outflow | high avg transaction
ACC00373,amount anomaly,-0.18564,large total outflow,-0.05639,high avg transaction,-0.05285,amount anomaly | large total outflow | high avg transaction
ACC00662,amount anomaly,-0.188718,fraud ring structure,-0.05337,network influence,-0.051978,amount anomaly | fraud ring structure | network influence
ACC01139,amount anomaly,-0.211116,large total outflow,-0.051447,high avg transaction,-0.049018,amount anomaly | large total outflow | high avg transaction
ACC00818,amount anomaly,-0.167384,large total outflow,-0.054842,high avg transaction,-0.045664,amount anomaly | large total outflow | high avg transaction
ACC01013,amount anomaly,-0.168863,high avg transaction,-0.068283,large total outflow,-0.049619,amount anomaly | high avg transaction | large total outflow
ACC00773,amount anomaly,0.46264,network influence,0.07285,transfer hub,-0.031852,amount anomaly | network influence | transfer hub
ACC00179,amount anomaly,-0.183154,high avg transaction,-0.056055,large total outflow,-0.053624,amount anomaly | high avg transaction | large total outflow
ACC00235,amount anomaly,-0.216017,high avg transaction,-0.064035,large total outflow,-0.048955,amount anomaly | high avg transaction | large total outflow
ACC01839,amount anomaly,-0.18628,high avg transaction,-0.06188,network influence,-0.058164,amount anomaly | high avg transaction | network influence
ACC01132,amount anomaly,-0.185752,transfer hub,-0.068808,high avg transaction,-0.059426,amount anomaly | transfer hub | high avg transaction
ACC00421,amount anomaly,-0.204017,high avg transaction,-0.055915,network influence,-0.050658,amount anomaly | high avg transaction | network influence
ACC01875,amount anomaly,-0.185008,network influence,-0.052618,high avg transaction,-0.051201,amount anomaly | network influence | high avg transaction
ACC01673,amount anomaly,-0.181236,high avg transaction,-0.055078,fraud ring structure,-0.040775,amount anomaly | high avg transaction | fraud ring structure
ACC00625,amount anomaly,-0.217703,high avg transaction,-0.058585,fraud ring structure,-0.045473,amount anomaly | high avg transaction | fraud ring structure
ACC01392,amount anomaly,-0.185249,network influence,-0.052944,high avg transaction,-0.045311,amount anomaly | network influence | high avg transaction
ACC01142,amount anomaly,-0.190955,high avg transaction,-0.071593,large total outflow,-0.060219,amount anomaly | high avg transaction | large total outflow
ACC00457,amount anomaly,0.25704,high avg transaction,0.067273,fraud ring structure,0.059708,amount anomaly | high avg transaction | fraud ring structure
ACC00703,amount anomaly,-0.186761,high avg transaction,-0.045972,large total outflow,-0.045158,amount anomaly | high avg transaction | large total outflow
