account_id,is_fraud,community_id,degree_centrality,betweenness_centrality,pagerank,clustering_coeff,eigenvector_centrality,total_sent,n_sent,mean_sent,std_sent,unique_receivers,total_received,n_received,unique_senders
ACC00501,1,2,0.009004502251125562,0.0014323978806219928,0.0016363451681132802,0.0006330002752382688,0.0,125495.66,5.0,25099.132,23252.158475614044,4.0,43269.439999999995,14.0,14.0
ACC01245,0,2,0.012006003001500749,0.006353902677064258,0.00039447397832623426,1.89572278683968e-06,0.0,353.75,11.0,32.15909090909091,29.01024041766819,11.0,558.32,13.0,13.0
ACC01629,0,7,0.007003501750875437,0.001983724595030248,0.00047994611624451616,0.0,0.0,411.61,6.0,68.60166666666667,120.78139847123259,6.0,568.52,8.0,8.0
ACC00431,1,6,0.012006003001500749,0.00951439183054991,0.0009442072374498276,2.1914289232006967e-06,0.0,1503.5800000000002,11.0,136.68909090909094,256.3605645357548,11.0,36718.36,13.0,13.0
ACC01436,0,2,0.01250625312656328,0.0023445156011439156,0.0008201736388748425,1.3768726860144935e-06,0.0,534.78,10.0,53.477999999999994,60.20816109317924,10.0,1385.68,15.0,15.0
ACC00913,0,6,0.009004502251125562,0.0006324483563102873,0.0006732945100361698,3.6468827303201547e-06,0.0,291.14,12.0,24.261666666666667,34.92881952390222,12.0,721.89,6.0,6.0
ACC00194,1,4,0.007503751875937968,0.0007889330050410591,0.0009684448541481123,5.727185571958952e-05,0.0,76730.84,4.0,19182.71,22731.606064875104,4.0,895.74,11.0,11.0
ACC01236,1,3,0.007003501750875437,5.007508759384698e-07,0.0007609683388975743,1.2244135735525652e-05,0.0,41.21,1.0,41.21,0.0,1.0,7437.280000000001,13.0,13.0
ACC01691,1,2,0.009504752376188093,0.004144965375580683,0.0009210578169956945,4.846035977954758e-06,0.0,179.4,7.0,25.62857142857143,28.060715379673553,7.0,869.58,12.0,12.0
ACC00821,0,0,0.009504752376188093,0.002654605581068813,0.0003557880250542148,8.766288282242352e-06,0.0,744.62,10.0,74.462,61.8648314742175,10.0,706.47,9.0,9.0
ACC00955,0,2,0.007503751875937968,3.3550308687877474e-05,0.00022557028166549708,0.0,0.0,516.0999999999999,9.0,57.344444444444434,44.19867393687029,9.0,284.97999999999996,6.0,6.0
ACC00216,1,5,0.005502751375687844,8.988478223095532e-05,0.00037604241456572424,2.2684067890365288e-05,0.0,612.54,5.0,122.508,184.68406271251453,5.0,27133.440000000002,6.0,6.0
ACC01463,0,4,0.007003501750875437,0.0,0.00044719098139242596,2.5982406600591513e-05,0.0,972.8599999999999,10.0,97.28599999999999,117.57832918243622,10.0,329.38,4.0,4.0
ACC00825,0,3,0.007503751875937968,0.0006685024193778572,0.00022904437319996109,0.0,0.0,266.61,9.0,29.623333333333335,36.703550577566745,9.0,321.49,6.0,6.0
ACC01650,0,8,0.009504752376188093,0.0016872800764746738,0.00032554716144272814,7.525340587881588e-06,0.0,421.67,8.0,52.70875,52.90980315256198,8.0,435.81,11.0,11.0
ACC00174,0,1,0.01250625312656328,0.004615045260367922,0.0005252719079980494,5.975852815354508e-06,0.0,863.31,17.0,50.78294117647059,52.97354242505237,17.0,1175.73,8.0,8.0
ACC00951,0,1,0.009504752376188093,0.004639582053288907,0.00020192023218620613,1.3999748132793317e-06,0.0,574.04,13.0,44.15692307692307,47.6106357838623,13.0,258.96,6.0,6.0
ACC01969,0,3,0.011505752876438218,0.0019331487565604625,0.0008230923608057566,5.928380729326539e-06,0.0,339.91,9.0,37.76777777777778,48.31161267691697,9.0,697.0,14.0,14.0
ACC00017,0,1,0.010505252626313155,0.0002547570081336965,0.001002200187488504,6.028113718595953e-06,0.0,556.94,9.0,61.882222222222225,49.83715099646492,9.0,1596.19,12.0,12.0
ACC01788,0,2,0.012006003001500749,0.000831496829495829,0.0005153219500560916,7.211616699564548e-06,0.0,662.01,13.0,50.923846153846156,45.51694145012776,13.0,666.49,11.0,11.0
ACC00464,0,2,0.018509254627313655,0.01224861680089294,0.0007001433414998841,4.218227459183823e-06,0.0,1765.81,19.0,92.93736842105262,129.8185261065147,19.0,1179.1599999999999,18.0,18.0
ACC00857,0,2,0.011005502751375688,0.00035828725173397513,0.00032143585919637,5.735790859419725e-06,0.0,1982.38,13.0,152.49076923076925,119.51913497159764,13.0,356.73,9.0,9.0
ACC00885,0,6,0.01250625312656328,0.001384826547407838,0.0007650862524924283,2.4038871291476054e-06,0.0,565.37,12.0,47.11416666666667,48.86582845047769,12.0,1179.55,13.0,13.0
ACC00077,0,3,0.010005002501250625,0.0020179008423130487,0.00047339186008337744,3.26790437954736e-06,0.0,884.86,10.0,88.486,74.14829408392046,10.0,869.59,10.0,10.0
ACC01180,0,8,0.012006003001500749,0.0033546553056307935,0.0002581233443311745,3.782588691999865e-06,0.0,1099.4,14.0,78.52857142857144,59.605289886197035,14.0,452.36,10.0,10.0
ACC01110,0,0,0.013006503251625811,0.0007160737525920117,0.00039911416035774705,1.7908449786882098e-06,0.0,993.31,16.0,62.081875,81.94938024730064,16.0,706.92,10.0,10.0
ACC00328,0,1,0.010505252626313155,0.0023716813361635775,0.00029044917927248783,1.1835691443451238e-05,0.0,716.61,8.0,89.57625,121.88458040733221,8.0,416.43,13.0,13.0
ACC01118,0,7,0.010005002501250625,0.0007198293841615503,0.00031703563814832847,8.45516649063362e-06,0.0,1275.01,12.0,106.25083333333333,156.58795921771795,12.0,261.24,8.0,8.0
ACC00339,1,5,0.009004502251125562,0.0031776398709865445,0.0006166562735572453,1.3431340253144794e-05,0.0,113.57000000000001,5.0,22.714000000000002,14.913434547413953,5.0,35575.15000000001,13.0,13.0
ACC00434,0,3,0.007003501750875437,0.0025061329463530566,0.00017396417566091732,0.0,0.0,483.28,10.0,48.327999999999996,52.128637640189886,10.0,82.77,4.0,4.0
ACC01742,0,1,0.01250625312656328,0.020152218251267777,0.0006433196476469447,1.977547856641972e-06,0.0,2415.88,15.0,161.05866666666668,253.47716842426053,15.0,629.85,10.0,10.0
ACC00007,0,1,0.010005002501250625,0.0016546060818196887,0.0005387486527986629,1.1728465249402381e-06,0.0,273.49,10.0,27.349,15.831455643047414,10.0,600.21,10.0,10.0
ACC00860,0,6,0.01250625312656328,0.006476085890793245,0.0003333891286695888,1.575480953294985e-06,0.0,992.15,13.0,76.31923076923077,137.14734342192818,13.0,453.53999999999996,12.0,12.0
ACC00249,0,1,0.013006503251625811,0.005629316159581292,0.0004943346896280195,8.622551086136675e-06,0.0,1139.53,12.0,94.96083333333333,121.13270795126336,12.0,1248.87,14.0,14.0
ACC01564,0,1,0.012006003001500749,0.0009772153343939238,0.0006425136408263685,1.8601754671027672e-05,0.0,1152.45,12.0,96.03750000000001,125.11077078297092,11.0,949.45,13.0,13.0
ACC01410,0,3,0.010505252626313155,0.0009185022941901381,0.0006489502688150467,1.722330764717678e-06,0.0,396.17,13.0,30.474615384615387,16.813061695888216,13.0,1423.22,8.0,8.0
ACC01099,0,3,0.006003001500750374,0.00014446662770824852,0.00030362800534533416,0.0,0.0,804.8199999999999,6.0,134.13666666666666,133.27969082597193,6.0,654.79,6.0,6.0
ACC01910,0,1,0.011505752876438218,0.0028144702982121693,0.0005305481229055625,1.0914203122124988e-05,0.0,2003.42,16.0,125.21375,197.82653684056982,16.0,919.4599999999999,7.0,7.0
ACC00987,1,5,0.013506753376688344,0.007846390662798868,0.0005594892952930804,1.2052367466580252e-06,0.0,943.98,13.0,72.61384615384615,85.375376479254,13.0,725.62,14.0,14.0
ACC00752,1,4,0.006003001500750374,0.0007651473384339818,0.0004362969075539931,0.000689403491631057,0.0,112871.12,6.0,18811.853333333333,18955.57551053269,4.0,634.21,8.0,8.0
ACC00139,0,8,0.011005502751375688,0.00045130172693954587,0.00029600904118742366,6.1857475982957636e-06,0.0,956.78,15.0,63.785333333333334,64.39191762355036,15.0,401.29999999999995,7.0,7.0
ACC01353,0,6,0.013006503251625811,0.000912994034554815,0.0005403546669040171,4.321856671176852e-06,0.0,1258.74,10.0,125.874,198.75122116745737,10.0,901.5799999999999,16.0,16.0
ACC00111,0,6,0.011505752876438218,0.001547445394368856,0.0007368980997145336,2.796609006290307e-06,0.0,977.72,10.0,97.772,169.79195209301164,10.0,970.61,13.0,13.0
ACC00660,0,3,0.014007003501750874,0.00448785453787955,0.001077860618635543,2.208417296019983e-06,0.0,1085.25,14.0,77.51785714285714,85.23948192985648,14.0,1345.1999999999998,14.0,14.0
ACC01616,0,2,0.010505252626313155,0.002534800934000534,0.0004102357740077043,0.0,0.0,352.31,10.0,35.231,22.821510540131502,10.0,629.43,11.0,11.0
ACC01217,0,1,0.011005502751375688,0.0018734342146048,0.0001902657262035806,1.608919699305101e-06,0.0,905.67,14.0,64.69071428571428,89.73975342959437,14.0,245.04000000000002,8.0,8.0
ACC00842,0,1,0.010005002501250625,0.002434275195655886,0.0008639305044374821,1.6638647647731962e-06,0.0,422.79,9.0,46.97666666666667,52.38306119348124,9.0,457.49,11.0,11.0
ACC01601,0,1,0.009504752376188093,0.0020212809107256332,0.0004774568106014758,2.9982900832387725e-06,0.0,689.78,11.0,62.70727272727272,103.38666326861595,11.0,1017.97,8.0,8.0
ACC00309,0,1,0.015007503751875937,0.0025309201147120106,0.0004604571169464632,2.9085330567785133e-06,0.0,1369.1,20.0,68.455,46.15300406485505,19.0,757.6700000000001,11.0,11.0
ACC01252,0,1,0.006003001500750374,1.3269898212369448e-05,0.0004609787198228076,1.2809186041203907e-05,0.0,486.0,7.0,69.42857142857143,51.86405609172613,7.0,828.63,5.0,5.0
ACC01184,1,5,0.009504752376188093,0.0,0.0008518272566262292,0.004637265102642756,0.0,138167.32,6.0,23027.88666666667,15574.892005980224,5.0,31455.01,15.0,14.0
ACC00071,0,3,0.011005502751375688,0.001577991197801103,0.000346975329154671,2.1105699455924653e-05,0.0,1177.02,16.0,73.56375,92.3929413519597,16.0,514.24,6.0,6.0
ACC00168,0,3,0.013006503251625811,0.0005957683546477944,0.0004248444202802266,9.886345560427625e-06,0.0,1337.8,19.0,70.41052631578947,95.28652565777506,19.0,465.75,7.0,7.0
ACC01981,0,3,0.010005002501250625,0.001364921700089284,0.0005144520173076544,3.910313869036558e-06,0.0,998.36,11.0,90.76,133.13373614527612,11.0,558.05,9.0,9.0
ACC00108,0,6,0.009504752376188093,0.004771905472255648,0.000542740637898883,1.5763485863192356e-06,0.0,384.24,10.0,38.424,41.17298283529572,10.0,1127.17,9.0,9.0
ACC01309,0,1,0.016008004002001,0.023061205277313333,0.0013093061889013942,1.7028056080736142e-06,0.0,770.48,14.0,55.034285714285716,117.7879112064291,14.0,1489.51,18.0,18.0
ACC00383,0,1,0.011005502751375688,0.0037204538205038457,0.0003526014725774658,7.814602250941625e-06,0.0,1054.05,13.0,81.08076923076922,84.54595066801824,12.0,378.07,10.0,10.0
ACC00395,0,1,0.01250625312656328,0.004670253044440138,0.0009986946216966664,8.566465987709449e-06,0.0,401.41,10.0,40.141000000000005,38.30162585757076,10.0,1114.16,16.0,15.0
ACC00778,0,2,0.010505252626313155,0.002979217336395926,0.00029611692545184116,2.8967770380353067e-06,0.0,484.34000000000003,9.0,53.81555555555556,49.889744214395186,9.0,296.51,12.0,12.0
ACC00136,0,2,0.011005502751375688,0.013901470254646844,0.0003669874437495611,3.4767836912213663e-06,0.0,265.45,11.0,24.13181818181818,29.47473997109451,11.0,553.9300000000001,11.0,11.0
ACC01338,0,6,0.007003501750875437,0.0015519521522523025,0.0002888882913834516,0.0,0.0,386.7,8.0,48.3375,36.692008374732346,8.0,260.35,7.0,6.0
ACC00095,0,3,0.0080040020010005,0.0007255880192348427,0.00025650382220109697,9.480912776761643e-06,0.0,609.77,9.0,67.75222222222222,90.57390735992594,9.0,416.57,7.0,7.0
ACC00621,0,3,0.011505752876438218,0.0016667492905611966,0.0008830732165548021,5.642374266999632e-06,0.0,724.9300000000001,10.0,72.49300000000001,62.604358749566664,10.0,1336.71,13.0,13.0
ACC01412,0,1,0.009504752376188093,0.0035158970876829807,0.0005220719104878757,3.370844981962161e-06,0.0,326.17,9.0,36.24111111111111,54.79288946671011,9.0,785.83,10.0,10.0
ACC01857,0,6,0.014507253626813406,0.004037804688129851,0.0003444460974036019,5.034900198855681e-06,0.0,711.49,17.0,41.85235294117647,26.355098304078606,17.0,418.85,12.0,12.0
ACC00241,0,1,0.00850425212606303,7.849269980335514e-05,0.0006118505575370979,1.174888741477808e-05,0.0,995.21,6.0,165.86833333333334,191.59035825601106,6.0,1311.07,11.0,11.0
ACC00210,0,5,0.009004502251125562,0.002609412814515366,0.000471796891837966,5.09929251526914e-06,0.0,994.53,11.0,90.41181818181818,107.5983736696965,11.0,825.87,7.0,7.0
ACC00351,1,0,0.010505252626313155,0.0005007508759384698,0.0011372703571440692,0.0013516284224682593,0.0,74543.41,4.0,18635.8525,21540.29579830072,3.0,11258.46,18.0,18.0
ACC00544,0,3,0.013006503251625811,0.004343513097890286,0.00037749538176927964,8.264309803754174e-06,0.0,770.01,17.0,45.29470588235294,38.40214172374489,17.0,339.5,9.0,9.0
ACC00157,0,3,0.006503251625812906,1.0515768394707864e-05,0.0005138425402186043,0.0,0.0,290.49,5.0,58.098,46.944273026642996,5.0,527.39,8.0,8.0
ACC01697,0,2,0.009504752376188093,0.0010047566325705397,0.00042411111341965867,5.784790685596742e-06,0.0,1523.52,11.0,138.50181818181818,217.7113352959915,11.0,575.72,8.0,8.0
ACC00901,0,1,0.010505252626313155,0.002215697438308744,0.0002686732378806589,7.768038488709923e-07,0.0,803.4300000000001,14.0,57.38785714285715,55.17042437596593,14.0,537.49,7.0,7.0
ACC00198,0,6,0.010005002501250625,0.003414369847586456,0.000229831744548765,1.2392204813115785e-06,0.0,371.25,8.0,46.40625,36.190836226670896,8.0,183.16,12.0,12.0
ACC00200,1,3,0.012006003001500749,0.0014551820454771932,0.0008034555145406181,6.580403435210693e-06,0.0,1068.92,13.0,82.22461538461539,78.90602328248718,13.0,342.13,11.0,11.0
ACC00912,0,3,0.009504752376188093,0.0009270150590810921,0.0005822364202201685,1.2171979471288697e-05,0.0,820.53,8.0,102.56625,106.07399168740659,8.0,1143.08,11.0,11.0
ACC00418,0,1,0.011005502751375688,0.003929016560332219,0.0005922606610816582,5.481811813016432e-06,0.0,1199.88,14.0,85.7057142857143,107.23638674329828,14.0,1314.1799999999998,8.0,8.0
ACC00008,0,7,0.01250625312656328,0.0015434393873613485,0.0007128384902251226,6.299909620363576e-07,0.0,431.31,10.0,43.131,32.96246971936417,10.0,1099.77,15.0,15.0
ACC01820,0,4,0.011005502751375688,0.0022776653592061296,0.00023521314175361144,1.0003548648056873e-05,0.0,1931.03,17.0,113.59,163.0529809601775,17.0,139.48,5.0,5.0
ACC00294,0,6,0.010505252626313155,0.00022809202398997298,0.00044291200636853087,1.226611600391193e-05,0.0,613.11,8.0,76.63875,80.57692800538945,8.0,645.37,13.0,13.0
ACC00170,1,0,0.006503251625812906,0.00014822225927778706,0.0002659239537711371,5.632926496552848e-05,0.0,32796.04,2.0,16398.02,23173.996397691102,2.0,797.19,11.0,11.0
ACC00463,1,6,0.0080040020010005,0.0021821471296208667,0.00028673859654737425,0.0,0.0,376.59000000000003,7.0,53.798571428571435,65.29219183245202,7.0,642.36,9.0,9.0
ACC00856,0,3,0.011505752876438218,0.0004899847321057927,0.00037553961185317537,9.066545632657904e-06,0.0,1001.25,13.0,77.01923076923077,67.02738301887501,13.0,633.3,10.0,10.0
ACC01341,0,3,0.010505252626313155,0.0007592635156417048,0.00037924182193553374,4.2275552770827935e-06,0.0,1003.11,12.0,83.5925,56.74582261357138,12.0,836.31,9.0,9.0
ACC01242,0,7,0.012006003001500749,0.0068584091845722665,0.0003623948168544824,3.7180995954072576e-06,0.0,605.28,13.0,46.559999999999995,44.59368789414036,13.0,886.75,12.0,11.0
ACC01156,0,1,0.010005002501250625,1.4772150840184857e-05,0.00029454984144285253,9.396233571745778e-06,0.0,926.1999999999999,12.0,77.18333333333332,89.52750449222886,11.0,407.22,9.0,9.0
ACC01894,0,3,0.006503251625812906,0.0035456917648013196,0.000452150909010814,0.0,0.0,240.19000000000003,5.0,48.038000000000004,46.465426609469546,5.0,524.75,8.0,8.0
ACC00130,1,2,0.009504752376188093,0.0023581610625132386,0.0002569870508428518,2.370848393943933e-06,0.0,279.24,9.0,31.026666666666667,25.466770505896502,9.0,378.62,10.0,10.0
ACC00436,0,2,0.01250625312656328,0.0033229828127276854,0.0005265863639267696,5.023482437683851e-06,0.0,923.38,12.0,76.94833333333334,84.54061270756024,12.0,536.9300000000001,13.0,13.0
ACC01084,0,3,0.013006503251625811,0.0028870791752232472,0.001009396070515648,0.0,0.0,1049.3600000000001,15.0,69.95733333333334,119.17452618903486,15.0,879.76,11.0,11.0
ACC01428,1,0,0.007503751875937968,0.0,0.0004919502675635994,2.256904665515267e-06,0.0,89568.14,2.0,44784.07,6302.612446343186,2.0,34570.67,13.0,13.0
ACC01715,1,2,0.007003501750875437,0.0015166492154986403,0.00038251782767239175,0.0,0.0,301.94,9.0,33.54888888888889,32.13380052392046,9.0,170.93,5.0,5.0
ACC01486,0,7,0.011505752876438218,0.005336752460314242,0.0007724511970870576,1.0332656684177443e-05,0.0,337.43,11.0,30.675454545454546,24.30336493724125,11.0,1387.01,12.0,12.0
ACC01562,0,6,0.012006003001500749,0.005589756840382153,0.0009392041946785895,1.23516900744705e-05,0.0,768.4100000000001,8.0,96.05125000000001,117.38240637670415,8.0,1560.77,16.0,16.0
ACC01386,1,1,0.014007003501750874,0.003597895043617905,0.0010259029321333032,1.2451987851930728e-06,0.0,573.99,15.0,38.266,41.659981105544034,15.0,780.77,13.0,13.0
ACC01228,0,6,0.011505752876438218,0.010483469963209834,0.0004255021670848452,5.3019357382789574e-06,0.0,342.52,10.0,34.251999999999995,37.94390766498476,10.0,578.09,13.0,13.0
ACC01737,1,1,0.009504752376188093,0.001790685132355968,0.0015310277057802098,3.1113839338446305e-05,0.0,944.28,10.0,94.428,154.7746034866329,10.0,40639.26,9.0,9.0
ACC01838,0,8,0.011005502751375688,0.010315342856613492,0.0005542993072511328,2.266403239470168e-06,0.0,346.2,11.0,31.472727272727273,41.013637754022525,11.0,640.8,11.0,11.0
ACC00766,0,6,0.007003501750875437,0.00038282404465496016,0.0004234910067998116,4.419397911528735e-06,0.0,321.28,6.0,53.54666666666666,47.868686076251,6.0,618.07,8.0,8.0
ACC01025,1,6,0.010505252626313155,0.006673757299069956,0.0007697122698819454,4.432281995518255e-06,0.0,101.84,6.0,16.973333333333333,16.48570855822299,6.0,1370.44,15.0,15.0
ACC01179,0,3,0.0080040020010005,0.0007735349156059512,0.0005001756762031079,1.2753341046269799e-05,0.0,901.97,7.0,128.85285714285715,221.01749626928375,7.0,1071.02,9.0,9.0
ACC00369,0,1,0.00850425212606303,0.0017655224008400598,0.0002883989761273046,0.0,0.0,1387.1,7.0,198.15714285714284,219.13292432633102,7.0,219.93,10.0,10.0
ACC00403,0,6,0.011005502751375688,0.0016614914063638427,0.0005258513569770714,3.870096489318004e-06,0.0,1273.93,13.0,97.99461538461539,238.78475044187755,13.0,2355.02,9.0,9.0
ACC00904,0,6,0.0080040020010005,4.732095777618539e-05,0.00016212399271490566,0.0,0.0,572.28,13.0,44.02153846153846,43.20065081418601,13.0,159.09,3.0,3.0
ACC00776,0,6,0.007503751875937968,0.0003423884114229287,0.0004616717943806809,0.0,0.0,390.62,7.0,55.80285714285714,54.64157901399682,7.0,597.76,8.0,8.0
ACC01944,0,2,0.009004502251125562,0.0008581618136395525,0.00028046101158813645,0.0,0.0,600.74,8.0,75.0925,58.01778514263659,8.0,268.89,10.0,10.0
ACC01641,1,5,0.01250625312656328,0.0010012513764389704,0.0019167966942142218,0.012264657881848957,0.0,246344.04,13.0,18949.54153846154,17507.975624761155,8.0,173925.76,20.0,17.0
ACC01748,1,1,0.013506753376688344,0.0007008008508758884,0.0007544460219629724,4.936294142615388e-06,0.0,529.5699999999999,9.0,58.841111111111104,47.942826482291494,9.0,989.73,18.0,18.0
ACC00808,0,6,0.014007003501750874,0.002417625229030932,0.0005619196347460986,5.304860162997563e-06,0.0,2216.05,18.0,123.1138888888889,152.3707910923369,18.0,564.71,10.0,10.0
ACC01873,0,5,0.007503751875937968,0.001027165234268786,0.0003164483003085805,0.0,0.0,1354.49,10.0,135.449,202.47649358492072,9.0,575.0600000000001,6.0,6.0
ACC01711,0,3,0.011505752876438218,0.005302075462155502,0.0005852350237957764,5.8525453210409674e-06,0.0,952.92,10.0,95.292,123.21655415477979,10.0,1840.08,13.0,13.0
ACC00407,0,2,0.010505252626313155,0.0021020269894707114,0.00028243098460720736,1.4798953633927792e-05,0.0,356.07,10.0,35.607,39.38092207317311,10.0,351.62,11.0,11.0
ACC00594,0,2,0.016008004002001,0.006929891372112483,0.00031828642288750516,4.9783365999560805e-06,0.0,1600.97,20.0,80.0485,110.78507192212078,20.0,584.53,12.0,12.0
ACC00411,0,2,0.00850425212606303,0.0025141449603680722,0.00013183770809830692,0.0,0.0,508.09,10.0,50.809,53.892163406813296,10.0,131.74,7.0,7.0
ACC00153,0,3,0.010505252626313155,0.0027015509756880443,0.00034272450223553634,2.826847833878194e-07,0.0,359.57,8.0,44.94625,42.42107695053082,8.0,631.99,13.0,13.0
ACC01485,0,5,0.0080040020010005,0.0051652452853053156,0.00016957378057839008,9.908239443722425e-06,0.0,435.73,9.0,48.41444444444445,46.803691657579506,9.0,346.49,7.0,7.0
ACC01648,0,5,0.010005002501250625,0.002482347279745979,0.00038610133081403905,5.348307126081101e-06,0.0,500.45,9.0,55.605555555555554,88.9757097627087,9.0,795.35,11.0,11.0
ACC01592,0,3,0.009004502251125562,0.004278290296299301,0.0003284783010626477,5.9572295856460544e-06,0.0,395.88,9.0,43.986666666666665,59.51302462486679,9.0,412.92,9.0,9.0
ACC00381,0,3,0.0080040020010005,0.0007243361420449965,0.00042026131426684595,6.533958128468561e-06,0.0,281.37,10.0,28.137,31.400474536400104,10.0,522.41,6.0,6.0
ACC01310,1,1,0.009504752376188093,0.0008937151258311839,0.0009042451921904923,0.005012949638511545,0.0,96209.18,7.0,13744.16857142857,17972.226929934077,6.0,47569.979999999996,13.0,13.0
ACC01623,1,1,0.012006003001500749,0.00448322259227712,0.00027166639464580545,7.903369711766642e-06,0.0,1200.46,15.0,80.03066666666668,86.39119213261984,15.0,374.02,9.0,9.0
ACC00648,0,6,0.011005502751375688,0.005155731018662485,0.0007021425985354158,5.758286678926853e-06,0.0,353.78000000000003,11.0,32.161818181818184,42.037944245213,11.0,931.63,11.0,11.0
ACC01896,0,3,0.014007003501750874,0.004084750082749083,0.0007190073010008279,5.933085087138537e-06,0.0,1066.1000000000001,13.0,82.00769230769232,145.62983257525718,13.0,816.63,15.0,15.0
ACC00526,0,0,0.010505252626313155,0.0025699786830352114,0.0002855177232473071,9.670497950500026e-07,0.0,1356.23,14.0,96.87357142857142,118.32445332852589,13.0,298.6,8.0,8.0
ACC01759,1,2,0.010005002501250625,0.001582873518841503,0.00030679379070433504,4.756585623790369e-06,0.0,724.3299999999999,10.0,72.43299999999999,92.05615412465494,10.0,591.65,10.0,10.0
ACC00865,0,2,0.011005502751375688,0.000773910478762905,0.0003032631875824833,1.007385377841199e-05,0.0,1635.47,13.0,125.80538461538461,150.89607691031296,13.0,710.89,9.0,9.0
ACC01799,0,2,0.011005502751375688,0.0006971704070253345,0.0006174268678650077,4.246446141061598e-06,0.0,1092.69,11.0,99.33545454545455,149.57297732970594,11.0,792.75,11.0,11.0
ACC00642,0,4,0.011005502751375688,0.002271030410099945,0.00045374242858393964,5.661883154276348e-06,0.0,303.57,7.0,43.36714285714286,53.09341381448542,7.0,540.59,15.0,15.0
ACC00094,0,2,0.011005502751375688,0.004137704487879576,0.0009716027868053671,2.5467898039913257e-06,0.0,718.89,12.0,59.9075,70.30503113058643,12.0,546.4300000000001,10.0,10.0
ACC01165,0,2,0.007503751875937968,4.732095777618539e-05,0.0006507127080133839,0.0,0.0,467.99,8.0,58.49875,64.75458250469337,8.0,847.51,7.0,7.0
ACC00048,0,2,0.01250625312656328,0.014659607080817687,0.0005937869418468864,7.287983307920366e-06,0.0,1703.46,15.0,113.56400000000001,162.715902366232,15.0,783.64,10.0,10.0
ACC01054,0,2,0.009504752376188093,3.0045052556308184e-06,0.0006343398380372163,2.2629613656666758e-05,0.0,1671.56,15.0,111.43733333333333,191.5301744771254,15.0,1069.56,4.0,4.0
ACC00357,0,2,0.011005502751375688,0.012108656931068138,0.0005745239430671354,3.572633952823473e-06,0.0,330.78000000000003,12.0,27.565,41.12561411533737,12.0,960.63,10.0,10.0
ACC01435,0,4,0.011505752876438218,0.00033650458863065166,0.00036900630273594423,7.571463443676783e-06,0.0,1087.1,12.0,90.59166666666665,96.5510907460005,12.0,775.29,11.0,11.0
ACC00571,0,6,0.00850425212606303,0.003221330384912176,0.0004307690868422564,4.6312573714061824e-06,0.0,507.07,6.0,84.51166666666667,114.40527739867015,6.0,395.07,11.0,11.0
ACC00327,0,1,0.009004502251125562,0.002308085974919392,0.0002899886322731792,1.648962565151569e-05,0.0,853.45,11.0,77.58636363636364,72.96009995507508,11.0,615.71,7.0,7.0
ACC01775,0,1,0.006003001500750374,0.000817100241812598,0.0005583222800580517,1.467127499007812e-05,0.0,125.10000000000001,3.0,41.7,31.230606782449815,3.0,606.01,9.0,9.0
ACC01522,0,1,0.0080040020010005,0.00026089120636394277,0.000311547305058956,4.413864816863364e-06,0.0,1534.5700000000002,7.0,219.22428571428574,427.6597091869945,7.0,426.12,9.0,9.0
ACC00700,0,1,0.015007503751875937,0.0018520271146584303,0.00032289709820168,7.277491565726042e-07,0.0,1338.91,19.0,70.46894736842106,72.18673338369169,19.0,588.18,12.0,11.0
ACC01394,0,2,0.010505252626313155,0.0009008508258133071,0.000899471711872408,0.0,0.0,490.37,10.0,49.037,87.06184354303043,10.0,774.86,11.0,11.0
ACC00788,0,3,0.013006503251625811,0.0018949665022701542,0.00019724757456634302,7.4379196610238495e-06,0.0,842.52,15.0,56.168,52.77924527149447,15.0,329.84,11.0,11.0
ACC00021,0,1,0.009004502251125562,0.0010450670780835865,0.00020290834759776266,7.426483738041128e-06,0.0,781.71,10.0,78.171,70.97777202132447,10.0,562.9499999999999,8.0,8.0
ACC01193,0,3,0.010005002501250625,0.0002799197396496046,0.0004358684847424473,8.585726750679388e-07,0.0,1456.07,10.0,145.607,371.7032453165951,10.0,749.8,10.0,10.0
ACC01713,0,6,0.010005002501250625,0.002705932545852506,0.00034189929260737073,8.94368871227814e-07,0.0,873.5,9.0,97.05555555555556,149.21969911100135,9.0,427.98,11.0,11.0
ACC01459,0,1,0.01250625312656328,0.004404354329316811,0.00039110692128704416,4.069172837461455e-06,0.0,1732.66,15.0,115.51066666666667,195.75424434247967,15.0,737.5600000000001,10.0,10.0
ACC00749,0,6,0.00850425212606303,0.0003408861587951133,0.0001826108304617444,3.971389533679104e-06,0.0,712.6600000000001,10.0,71.266,70.72980578699949,10.0,346.81,7.0,7.0
ACC01804,0,3,0.010505252626313155,0.006394213122577305,0.0004460300550835878,3.697809215838823e-06,0.0,1048.32,12.0,87.36,113.08963846114608,12.0,1592.32,10.0,9.0
ACC00239,0,1,0.009004502251125562,0.0010415618219520172,0.000251010157067829,8.33953414896748e-06,0.0,1425.8500000000001,10.0,142.585,149.83006390574624,10.0,429.69,8.0,8.0
ACC00349,0,4,0.011505752876438218,0.0018667992654986152,0.0003295511559455865,8.31595954531531e-06,0.0,1343.54,13.0,103.34923076923077,228.2860000256089,13.0,753.45,10.0,10.0
ACC01366,0,2,0.013006503251625811,0.002477840521862533,0.0005876790329960706,2.170471311721019e-06,0.0,506.77,10.0,50.677,30.948134048939217,10.0,1026.68,16.0,16.0
