transaction_id,sender_id,receiver_id,amount,timestamp,is_fraud
TXN0001066,ACC00875,ACC00747,7.0,2024-01-11 05:59:51.716407,0
TXN0003216,ACC01111,ACC00033,4.54,2024-01-11 06:06:02.378012,0
TXN0001118,ACC00433,ACC00938,42.15,2024-01-11 06:08:33.852203,0
TXN0011430,ACC00984,ACC01068,23.99,2024-01-11 06:08:57.864516,0
TXN0009661,ACC01198,ACC00761,46.41,2024-01-11 06:16:59.864277,0
TXN0001675,ACC01587,ACC00926,22.49,2024-01-11 06:17:25.634574,0
TXN0000547,ACC01126,ACC01297,25.95,2024-01-11 06:17:51.151385,0
TXN0016324,ACC01256,ACC01314,21.87,2024-01-11 06:18:33.539941,0
TXN0016502,ACC01303,ACC00797,14.37,2024-01-11 06:44:27.117803,0
TXN0019584,ACC01491,ACC00146,19.25,2024-01-11 06:54:50.488159,1
TXN0002488,ACC01852,ACC00996,34.14,2024-01-11 06:56:14.563097,0
TXN0000480,ACC01753,ACC01437,28.4,2024-01-11 07:08:03.827216,0
TXN0017772,ACC00376,ACC01029,4.89,2024-01-11 07:11:51.384993,0
TXN0002446,ACC00347,ACC00561,47.14,2024-01-11 07:14:04.022967,0
TXN0010584,ACC00242,ACC00370,12.06,2024-01-11 07:21:18.710023,0
TXN0000009,ACC01507,ACC01476,63.5,2024-01-11 07:25:54.353441,0
TXN0017931,ACC01507,ACC01684,29.6,2024-01-11 07:29:38.356337,0
TXN0011668,ACC01514,ACC01197,29.46,2024-01-11 07:44:07.268233,0
TXN0004711,ACC01525,ACC00411,67.43,2024-01-11 07:46:16.124123,0
TXN0000299,ACC00435,ACC00871,70.5,2024-01-11 07:55:00.527937,0
TXN0017788,ACC00708,ACC01190,8.1,2024-01-11 08:04:45.392566,0
TXN0011744,ACC00867,ACC01685,94.41,2024-01-11 08:08:55.558608,0
TXN0003427,ACC00857,ACC01945,174.42,2024-01-11 08:34:32.747764,0
TXN0015929,ACC01742,ACC01202,15.95,2024-01-11 08:42:00.190973,0
TXN0013953,ACC00204,ACC01267,297.52,2024-01-11 08:43:38.074548,0
TXN0000418,ACC00754,ACC01648,136.34,2024-01-11 08:45:59.645129,0
TXN0000538,ACC00928,ACC00592,110.78,2024-01-11 08:46:28.145834,0
TXN0005956,ACC01410,ACC00234,28.57,2024-01-11 09:00:04.851346,0
TXN0018224,ACC01785,ACC01462,54.55,2024-01-11 09:08:51.095470,0
TXN0004933,ACC01656,ACC01992,127.34,2024-01-11 09:18:01.965164,0
TXN0000093,ACC00297,ACC00542,22.35,2024-01-11 09:19:33.341179,0
TXN0018176,ACC00594,ACC00037,417.35,2024-01-11 09:32:55.354492,0
TXN0006604,ACC01863,ACC00611,30.83,2024-01-11 09:33:29.452884,0
TXN0019389,ACC00790,ACC00032,95.23,2024-01-11 09:49:37.396921,0
TXN0017975,ACC01106,ACC01984,38.71,2024-01-11 09:55:31.794041,0
TXN0013365,ACC00238,ACC00178,119.22,2024-01-11 10:09:10.079645,0
TXN0000324,ACC00560,ACC00663,9.9,2024-01-11 10:23:26.372727,0
TXN0005308,ACC01642,ACC01298,13.32,2024-01-11 10:28:12.669793,0
TXN0015778,ACC01119,ACC01794,10.28,2024-01-11 10:30:18.828848,0
TXN0002705,ACC01072,ACC01054,116.06,2024-01-11 10:42:02.104554,0
TXN0000434,ACC00679,ACC01009,200.9,2024-01-11 10:49:12.858118,0
TXN0015394,ACC01291,ACC01767,33.83,2024-01-11 10:52:09.709549,0
TXN0008109,ACC00127,ACC00188,54.47,2024-01-11 10:55:27.440159,0
TXN0011228,ACC00302,ACC00766,24.21,2024-01-11 11:01:46.472387,0
TXN0005212,ACC01026,ACC00180,26.83,2024-01-11 11:07:30.903339,0
TXN0013401,ACC00370,ACC00372,10.24,2024-01-11 11:10:37.679889,0
TXN0012627,ACC01919,ACC00696,22.12,2024-01-11 11:13:49.621080,0
TXN0005937,ACC01986,ACC01411,4.97,2024-01-11 11:16:30.053465,0
TXN0008422,ACC00923,ACC01673,16.15,2024-01-11 11:18:10.419946,0
TXN0005345,ACC00961,ACC01977,247.11,2024-01-11 11:28:44.149336,0
TXN0005000,ACC01620,ACC01369,19.92,2024-01-11 11:33:33.490422,0
TXN0017797,ACC00808,ACC00928,322.44,2024-01-11 11:34:18.928030,0
TXN0007699,ACC00147,ACC01629,91.91,2024-01-11 11:35:44.835446,0
TXN0010693,ACC01811,ACC00383,29.78,2024-01-11 11:48:07.658632,0
TXN0003227,ACC00011,ACC00809,148.35,2024-01-11 12:01:30.152605,0
TXN0014569,ACC00444,ACC00670,3.34,2024-01-11 12:11:27.704713,0
TXN0018597,ACC00712,ACC01178,16.12,2024-01-11 12:14:09.864377,0
TXN0009500,ACC01051,ACC01666,24.02,2024-01-11 12:14:13.642628,0
TXN0013411,ACC00236,ACC01517,54.7,2024-01-11 12:21:25.466884,0
TXN0019079,ACC00859,ACC00284,7.1,2024-01-11 12:23:00.472893,0
TXN0002803,ACC00357,ACC00488,9.93,2024-01-11 12:32:29.195433,0
TXN0016062,ACC00808,ACC01714,250.15,2024-01-11 12:33:10.297583,0
TXN0013859,ACC00035,ACC01939,35.02,2024-01-11 12:39:03.003304,0
TXN0018186,ACC00506,ACC00473,88.82,2024-01-11 12:39:29.480689,0
TXN0019205,ACC00780,ACC01969,21.7,2024-01-11 12:40:08.429220,0
TXN0016459,ACC01766,ACC01467,228.48,2024-01-11 13:08:15.348613,0
TXN0004483,ACC01890,ACC00064,64.33,2024-01-11 13:10:02.717149,0
TXN0005158,ACC01104,ACC01557,26.55,2024-01-11 13:21:37.555520,0
TXN0018847,ACC01294,ACC01770,48.02,2024-01-11 13:24:42.429438,0
TXN0003978,ACC01457,ACC01839,65.48,2024-01-11 13:25:27.498889,0
TXN0012639,ACC00919,ACC01704,21.54,2024-01-11 13:30:45.851269,0
TXN0000874,ACC00693,ACC01414,31.82,2024-01-11 13:37:04.839689,0
TXN0004153,ACC01391,ACC01470,13.51,2024-01-11 13:38:47.401671,0
TXN0008362,ACC01949,ACC01708,6.76,2024-01-11 13:44:15.617784,0
TXN0014883,ACC00361,ACC00052,50.61,2024-01-11 13:44:45.631817,0
TXN0010217,ACC01505,ACC01465,1.24,2024-01-11 13:45:59.236449,0
TXN0001901,ACC01110,ACC01541,22.19,2024-01-11 13:50:07.577525,0
TXN0005117,ACC00019,ACC00608,16.32,2024-01-11 13:58:47.570396,0
TXN0011022,ACC00970,ACC00592,82.75,2024-01-11 14:08:45.594667,0
TXN0007219,ACC00888,ACC01312,4.11,2024-01-11 14:16:04.794754,0
TXN0001605,ACC01593,ACC01265,10.55,2024-01-11 14:18:24.004168,0
TXN0019707,ACC01236,ACC00882,41.21,2024-01-11 14:29:12.582622,1
TXN0005689,ACC01204,ACC00900,27.06,2024-01-11 14:29:21.543375,0
TXN0010871,ACC01268,ACC00425,46.45,2024-01-11 14:30:04.322346,0
TXN0001917,ACC01277,ACC01070,15.72,2024-01-11 14:30:35.224557,0
TXN0001126,ACC00296,ACC00642,47.62,2024-01-11 14:34:52.211097,0
TXN0009697,ACC01975,ACC01172,69.27,2024-01-11 14:36:20.017520,0
TXN0014437,ACC00372,ACC00225,14.16,2024-01-11 14:37:12.260015,0
TXN0019140,ACC00141,ACC01771,122.03,2024-01-11 14:45:39.444290,0
TXN0003370,ACC01907,ACC01083,30.18,2024-01-11 15:00:20.234050,0
TXN0002391,ACC00426,ACC00003,10.85,2024-01-11 15:19:38.677756,0
TXN0004590,ACC00784,ACC00543,15.86,2024-01-11 15:35:04.484855,0
TXN0008206,ACC01980,ACC01185,69.04,2024-01-11 15:59:51.988738,0
TXN0014728,ACC01034,ACC00014,50.98,2024-01-11 16:03:25.835986,0
TXN0004982,ACC00639,ACC00339,46.72,2024-01-11 16:04:13.179442,0
TXN0017493,ACC01201,ACC00812,10.09,2024-01-11 16:06:40.522487,0
TXN0003620,ACC00508,ACC00201,6.38,2024-01-11 16:08:59.369330,0
TXN0002896,ACC01648,ACC01669,2.72,2024-01-11 16:10:09.422358,0
TXN0008832,ACC01716,ACC01526,18.47,2024-01-11 16:30:15.202088,0
TXN0004095,ACC01471,ACC00544,9.6,2024-01-11 16:35:28.971798,0
TXN0013346,ACC00661,ACC00196,32.53,2024-01-11 17:04:22.868251,0
TXN0010648,ACC00460,ACC01779,21.43,2024-01-11 17:05:40.038414,0
TXN0009346,ACC00269,ACC00517,49.26,2024-01-11 17:16:46.765581,0
TXN0016484,ACC00705,ACC01658,13.4,2024-01-11 17:32:07.587425,0
TXN0017432,ACC01623,ACC01806,330.77,2024-01-11 17:52:24.443013,0
TXN0019593,ACC01599,ACC00143,9625.35,2024-01-11 17:57:11.234988,1
TXN0001256,ACC01638,ACC00359,246.43,2024-01-11 17:59:48.821716,0
TXN0000262,ACC00424,ACC00647,0.68,2024-01-11 18:14:17.667999,0
TXN0019364,ACC00605,ACC00242,27.28,2024-01-11 18:23:23.116371,0
TXN0018476,ACC01379,ACC01301,75.39,2024-01-11 18:26:16.035319,0
TXN0017996,ACC01733,ACC00924,12.94,2024-01-11 18:37:23.706011,0
TXN0001558,ACC00428,ACC01025,198.59,2024-01-11 18:48:08.727570,0
TXN0019753,ACC01312,ACC00355,17917.55,2024-01-11 18:56:09.311235,1
TXN0017836,ACC01617,ACC01441,56.49,2024-01-11 19:16:57.165862,0
TXN0004731,ACC00636,ACC00937,31.19,2024-01-11 19:28:23.644396,0
TXN0014640,ACC01885,ACC00316,385.26,2024-01-11 19:30:56.959750,0
TXN0017153,ACC01208,ACC00007,339.55,2024-01-11 19:37:41.241351,0
TXN0005167,ACC00557,ACC01404,27.64,2024-01-11 19:43:04.672444,0
TXN0007717,ACC00975,ACC01404,136.2,2024-01-11 19:48:01.202250,0
TXN0001457,ACC01370,ACC00301,52.32,2024-01-11 19:48:31.858098,0
TXN0003405,ACC01979,ACC00038,1.59,2024-01-11 19:48:41.979989,0
TXN0011204,ACC00820,ACC01701,170.49,2024-01-11 19:52:39.595410,0
TXN0009513,ACC00020,ACC01288,24.54,2024-01-11 20:14:15.041199,0
TXN0009529,ACC01083,ACC01587,27.6,2024-01-11 20:31:38.084431,0
TXN0003051,ACC01104,ACC01911,14.14,2024-01-11 20:35:16.964778,0
TXN0000261,ACC00558,ACC00472,30.83,2024-01-11 20:37:00.159834,0
TXN0002672,ACC00747,ACC00129,45.26,2024-01-11 20:48:36.926755,0
TXN0001683,ACC00431,ACC00384,48.87,2024-01-11 20:48:39.398080,0
TXN0019875,ACC00589,ACC01000,2.56,2024-01-11 20:49:39.306685,1
TXN0011344,ACC01672,ACC00237,37.88,2024-01-11 21:04:49.644516,0
TXN0014642,ACC01189,ACC00260,3.06,2024-01-11 21:11:31.353509,0
TXN0007599,ACC00398,ACC00085,44.96,2024-01-11 21:16:00.003532,0
TXN0006423,ACC01935,ACC00281,39.06,2024-01-11 21:23:00.582442,0
TXN0011887,ACC01535,ACC00278,21.76,2024-01-11 21:24:41.706608,0
TXN0007999,ACC00370,ACC00298,400.75,2024-01-11 21:38:00.325289,0
TXN0002631,ACC01726,ACC00987,57.73,2024-01-11 21:47:59.584656,0
TXN0016274,ACC01202,ACC00056,56.65,2024-01-11 22:01:08.601178,0
TXN0006792,ACC00343,ACC01789,96.36,2024-01-11 22:18:44.332306,0
TXN0002809,ACC01177,ACC00617,17.13,2024-01-11 22:25:06.422249,0
TXN0018830,ACC00698,ACC00515,12.06,2024-01-11 22:26:15.594313,0
TXN0013051,ACC00591,ACC01614,220.47,2024-01-11 22:29:12.630720,0
TXN0011718,ACC00861,ACC01072,11.99,2024-01-11 22:33:58.782132,0
TXN0013050,ACC01296,ACC01664,46.45,2024-01-11 23:03:09.147325,0
TXN0002599,ACC01323,ACC01306,18.35,2024-01-11 23:04:00.060535,0
TXN0004716,ACC00120,ACC01897,581.75,2024-01-11 23:06:45.559225,0
TXN0016212,ACC01237,ACC00292,155.91,2024-01-11 23:13:01.429701,0
TXN0009126,ACC01648,ACC00248,65.7,2024-01-11 23:13:07.545368,0
TXN0006110,ACC00236,ACC01255,115.49,2024-01-11 23:28:24.000342,0
TXN0008527,ACC00680,ACC01582,42.7,2024-01-11 23:34:23.757784,0
TXN0012270,ACC01576,ACC01543,2.93,2024-01-11 23:35:46.061632,0
TXN0003962,ACC00258,ACC00169,35.13,2024-01-11 23:37:52.954149,0
TXN0017139,ACC00437,ACC01590,247.64,2024-01-11 23:38:49.326202,0
TXN0012226,ACC01026,ACC01924,6.49,2024-01-11 23:43:43.387330,0
TXN0012590,ACC01563,ACC00706,8.2,2024-01-11 23:46:27.570266,0
TXN0007112,ACC01952,ACC01451,160.27,2024-01-11 23:54:34.946861,0
TXN0009582,ACC01892,ACC01965,5.26,2024-01-12 00:07:25.255798,0
TXN0003383,ACC01080,ACC00004,113.57,2024-01-12 00:13:41.793187,0
TXN0010668,ACC00389,ACC01490,35.84,2024-01-12 00:14:11.444561,0
TXN0004834,ACC01059,ACC01347,3.34,2024-01-12 00:19:58.555458,0
TXN0016962,ACC00009,ACC00967,4.24,2024-01-12 00:24:07.429425,0
TXN0009742,ACC01426,ACC00472,5.74,2024-01-12 00:29:22.239241,0
TXN0014461,ACC00012,ACC01063,59.94,2024-01-12 00:29:24.572812,0
TXN0000704,ACC01084,ACC00409,5.11,2024-01-12 00:53:48.592725,0
TXN0012447,ACC00897,ACC00075,7.91,2024-01-12 00:56:53.542399,0
TXN0019991,ACC00582,ACC01225,27035.29,2024-01-12 01:02:54.258530,1
TXN0002772,ACC01162,ACC01699,26.79,2024-01-12 01:03:08.560784,0
TXN0002946,ACC01867,ACC00827,36.68,2024-01-12 01:09:58.616025,0
TXN0017042,ACC00417,ACC01881,23.62,2024-01-12 01:21:41.582707,0
TXN0008978,ACC01962,ACC01408,70.15,2024-01-12 01:24:37.895634,0
TXN0015981,ACC01548,ACC01684,20.08,2024-01-12 01:30:54.081732,0
TXN0004651,ACC01846,ACC01254,70.24,2024-01-12 01:35:46.785815,0
TXN0003450,ACC00881,ACC01431,18.67,2024-01-12 01:37:48.879369,0
TXN0010323,ACC00865,ACC01813,23.79,2024-01-12 01:47:58.347053,0
TXN0015277,ACC01416,ACC01183,2.4,2024-01-12 01:52:17.817653,0
TXN0011163,ACC01515,ACC00995,562.02,2024-01-12 01:54:18.172754,0
TXN0010317,ACC01602,ACC00942,4.47,2024-01-12 01:54:49.691724,0
TXN0010695,ACC01003,ACC00941,9.09,2024-01-12 01:55:36.679160,0
TXN0001591,ACC01113,ACC00346,0.99,2024-01-12 02:01:47.570095,0
TXN0013600,ACC00420,ACC01839,11.37,2024-01-12 02:08:06.267678,0
TXN0001688,ACC01488,ACC01205,46.52,2024-01-12 02:09:12.424009,0
TXN0007923,ACC00690,ACC00261,155.56,2024-01-12 02:33:24.287204,0
TXN0008463,ACC01534,ACC01622,8.8,2024-01-12 02:34:57.569352,0
TXN0015355,ACC00392,ACC01970,20.3,2024-01-12 02:37:54.334769,0
TXN0003920,ACC01108,ACC01411,306.93,2024-01-12 02:40:56.162703,0
TXN0011513,ACC00431,ACC00036,6.21,2024-01-12 02:44:27.502238,0
TXN0004019,ACC01732,ACC01896,29.79,2024-01-12 02:46:03.158394,0
TXN0019218,ACC01613,ACC01706,84.88,2024-01-12 02:47:09.725389,0
TXN0003162,ACC01916,ACC00303,19.09,2024-01-12 03:05:35.323847,0
TXN0011848,ACC01679,ACC01702,2.14,2024-01-12 03:06:38.462395,0
TXN0015703,ACC00943,ACC00245,36.15,2024-01-12 03:10:41.136528,0
TXN0009468,ACC00195,ACC01570,14.56,2024-01-12 03:14:43.960667,0
TXN0003400,ACC01241,ACC01322,59.72,2024-01-12 03:22:05.809877,0
TXN0014239,ACC00432,ACC01399,35.84,2024-01-12 03:23:07.452802,0
TXN0004081,ACC00339,ACC00842,14.33,2024-01-12 03:30:00.434848,0
TXN0014960,ACC00838,ACC00616,70.44,2024-01-12 03:40:40.095492,0
TXN0013330,ACC00884,ACC00452,12.25,2024-01-12 03:46:14.189890,0
TXN0018028,ACC00965,ACC01421,25.07,2024-01-12 03:47:03.363889,0
TXN0006125,ACC00417,ACC01434,13.02,2024-01-12 03:51:44.150056,0
TXN0005435,ACC00951,ACC01613,15.87,2024-01-12 03:57:46.039748,0
TXN0004531,ACC00936,ACC00244,102.95,2024-01-12 04:02:24.672829,0
TXN0003711,ACC00390,ACC00603,6.83,2024-01-12 04:10:01.153069,0
TXN0007068,ACC01847,ACC01082,227.41,2024-01-12 04:24:40.406074,0
TXN0017627,ACC00255,ACC00936,1062.92,2024-01-12 04:28:57.623042,0
TXN0000304,ACC00647,ACC00900,32.3,2024-01-12 04:36:14.045967,0
TXN0012008,ACC01771,ACC00912,21.29,2024-01-12 04:38:33.835111,0
TXN0009174,ACC00833,ACC01973,124.71,2024-01-12 04:47:23.294360,0
TXN0004431,ACC01039,ACC01947,2.28,2024-01-12 04:47:29.801302,0
TXN0003803,ACC00083,ACC01888,40.1,2024-01-12 04:52:17.106493,0
TXN0008278,ACC01158,ACC01610,11.74,2024-01-12 04:54:17.099320,0
TXN0011966,ACC00576,ACC00938,36.36,2024-01-12 05:08:15.850903,0
TXN0015415,ACC01766,ACC01228,142.57,2024-01-12 05:11:18.200362,0
TXN0003472,ACC01545,ACC00017,35.26,2024-01-12 05:29:23.812264,0
TXN0007390,ACC00065,ACC01379,154.37,2024-01-12 05:37:22.923547,0
TXN0008992,ACC01891,ACC00370,27.51,2024-01-12 05:44:59.424597,0
TXN0012776,ACC00720,ACC01661,9.01,2024-01-12 05:46:07.584131,0
TXN0016704,ACC01693,ACC00092,11.44,2024-01-12 05:51:34.736450,0
TXN0012405,ACC01027,ACC00955,37.51,2024-01-12 05:58:37.325394,0
TXN0007797,ACC01197,ACC01119,22.56,2024-01-12 06:07:28.654195,0
TXN0003234,ACC00675,ACC00179,7.12,2024-01-12 06:11:35.873697,0
TXN0013083,ACC00702,ACC00971,13.5,2024-01-12 06:18:34.100687,0
TXN0014214,ACC00821,ACC00250,78.16,2024-01-12 06:18:42.698129,0
TXN0000733,ACC01216,ACC00562,4.29,2024-01-12 06:22:04.214907,0
TXN0019082,ACC00764,ACC01293,56.58,2024-01-12 06:27:52.332719,0
TXN0019279,ACC00268,ACC01304,39.95,2024-01-12 06:30:38.876242,0
TXN0011467,ACC01922,ACC01838,37.94,2024-01-12 06:34:22.839256,0
TXN0015430,ACC00026,ACC01490,15.1,2024-01-12 06:49:47.985100,0
TXN0019750,ACC00091,ACC01700,27609.88,2024-01-12 07:09:05.755211,1
TXN0002519,ACC01928,ACC01372,11.92,2024-01-12 07:11:10.217569,0
TXN0019803,ACC01484,ACC01347,36422.91,2024-01-12 07:11:50.291241,1
TXN0000027,ACC01175,ACC01569,51.98,2024-01-12 07:38:33.737583,0
TXN0007860,ACC01571,ACC01326,389.57,2024-01-12 07:38:53.376146,0
TXN0007065,ACC01160,ACC00378,10.73,2024-01-12 07:39:21.704654,0
TXN0011332,ACC00364,ACC00656,60.89,2024-01-12 07:41:20.288070,0
TXN0016828,ACC01746,ACC00137,145.12,2024-01-12 07:43:53.749710,0
TXN0013549,ACC01981,ACC01145,82.85,2024-01-12 07:59:39.908496,0
TXN0011083,ACC01008,ACC01453,19.77,2024-01-12 08:12:04.001407,0
TXN0005330,ACC01180,ACC00193,17.35,2024-01-12 08:16:40.784590,0
TXN0008207,ACC00622,ACC00714,5.1,2024-01-12 08:16:55.396609,0
TXN0004102,ACC01752,ACC00043,167.55,2024-01-12 08:25:36.946534,0
TXN0000475,ACC00327,ACC00134,24.56,2024-01-12 08:34:25.790660,0
TXN0000217,ACC00337,ACC00489,24.92,2024-01-12 08:38:14.300622,0
TXN0000691,ACC00973,ACC00071,133.11,2024-01-12 08:39:24.668974,0
TXN0010805,ACC00636,ACC00683,14.98,2024-01-12 08:40:45.497949,0
TXN0011032,ACC01926,ACC01554,4.48,2024-01-12 08:41:41.844491,0
TXN0012330,ACC00631,ACC00296,11.46,2024-01-12 08:42:20.993836,0
TXN0012498,ACC00196,ACC01660,26.54,2024-01-12 08:42:44.987790,0
TXN0015127,ACC00182,ACC01249,45.6,2024-01-12 08:43:09.655152,0
TXN0011211,ACC00937,ACC01569,30.03,2024-01-12 08:57:59.102044,0
TXN0004951,ACC01644,ACC00206,148.97,2024-01-12 09:01:10.470590,0
TXN0002804,ACC00707,ACC01177,29.53,2024-01-12 09:10:58.029779,0
TXN0008056,ACC01313,ACC00484,36.41,2024-01-12 09:14:56.642736,0
TXN0017392,ACC00648,ACC00189,52.96,2024-01-12 09:41:16.477266,0
TXN0000463,ACC00596,ACC00107,42.81,2024-01-12 09:47:54.435911,0
TXN0007003,ACC01761,ACC01422,25.02,2024-01-12 09:50:33.073116,0
TXN0018583,ACC00272,ACC00868,26.13,2024-01-12 09:52:50.899044,0
TXN0010363,ACC01530,ACC00700,7.46,2024-01-12 09:58:10.185666,0
TXN0009782,ACC01336,ACC01995,8.74,2024-01-12 09:59:44.069197,0
TXN0018271,ACC01166,ACC00298,486.85,2024-01-12 10:10:03.857041,0
TXN0018467,ACC01535,ACC00611,19.84,2024-01-12 10:16:27.337577,0
TXN0008713,ACC00291,ACC00095,22.33,2024-01-12 10:26:25.885445,0
TXN0019705,ACC01912,ACC01004,22254.18,2024-01-12 10:30:22.163154,1
TXN0013031,ACC00483,ACC01187,16.66,2024-01-12 10:30:49.721655,0
TXN0009415,ACC00440,ACC01852,11.34,2024-01-12 10:38:56.038679,0
TXN0010071,ACC00434,ACC01968,8.67,2024-01-12 10:41:38.181221,0
TXN0018943,ACC00648,ACC00208,11.55,2024-01-12 10:41:56.824427,0
TXN0011374,ACC01540,ACC00373,8.74,2024-01-12 10:43:03.787437,0
TXN0016072,ACC01498,ACC01770,6.81,2024-01-12 10:46:00.259560,0
TXN0004893,ACC01920,ACC01013,28.54,2024-01-12 10:48:02.005134,0
TXN0017711,ACC00107,ACC01346,75.46,2024-01-12 10:57:06.389182,0
TXN0019414,ACC00452,ACC01243,17388.06,2024-01-12 11:01:12.251650,1
TXN0016789,ACC01754,ACC00665,12.7,2024-01-12 11:01:17.199243,0
TXN0002475,ACC01334,ACC01176,78.72,2024-01-12 11:10:15.759476,0
TXN0003905,ACC01266,ACC00753,22.5,2024-01-12 11:13:18.219051,0
TXN0003488,ACC01651,ACC00133,10.92,2024-01-12 11:15:02.758619,0
TXN0004097,ACC01511,ACC01462,16.32,2024-01-12 11:15:26.689851,0
TXN0008302,ACC00659,ACC01100,13.93,2024-01-12 11:18:55.391698,0
TXN0016719,ACC01297,ACC01265,72.43,2024-01-12 11:24:20.826840,0
TXN0017419,ACC01796,ACC00289,36.6,2024-01-12 11:24:49.855238,0
TXN0003521,ACC00140,ACC01603,1.66,2024-01-12 11:28:38.308226,0
TXN0010415,ACC00663,ACC00443,26.22,2024-01-12 11:31:38.666149,0
TXN0014621,ACC00487,ACC01055,482.42,2024-01-12 11:32:14.375363,0
TXN0011026,ACC00535,ACC00059,42.95,2024-01-12 11:40:17.874139,0
TXN0000202,ACC01035,ACC01884,121.47,2024-01-12 11:40:33.751658,0
TXN0018382,ACC01998,ACC00146,66.39,2024-01-12 11:44:41.577603,0
TXN0009218,ACC00410,ACC01117,11.24,2024-01-12 11:52:01.878196,0
TXN0009411,ACC00116,ACC00175,11.15,2024-01-12 12:01:10.365204,0
TXN0009325,ACC01617,ACC01280,51.13,2024-01-12 12:10:20.306770,0
TXN0003880,ACC01113,ACC00065,47.56,2024-01-12 12:10:49.892472,0
TXN0015874,ACC01500,ACC00805,104.47,2024-01-12 12:20:30.810836,0
TXN0001547,ACC00217,ACC00965,47.57,2024-01-12 12:21:33.630277,0
TXN0008458,ACC00392,ACC01494,11.74,2024-01-12 12:31:51.243813,0
TXN0012273,ACC00686,ACC00903,7.96,2024-01-12 12:47:41.823767,0
TXN0002983,ACC01303,ACC00092,46.83,2024-01-12 12:54:28.142933,0
TXN0005663,ACC01995,ACC00526,5.62,2024-01-12 12:54:32.400393,0
TXN0016087,ACC00291,ACC00785,44.23,2024-01-12 12:58:11.107725,0
TXN0003643,ACC01276,ACC01790,31.75,2024-01-12 13:13:35.702785,0
TXN0015560,ACC00464,ACC01362,1.05,2024-01-12 13:15:21.067982,0
TXN0001696,ACC01618,ACC01670,9.97,2024-01-12 13:18:16.737233,0
TXN0014589,ACC00301,ACC00812,40.37,2024-01-12 13:19:56.328247,0
TXN0017885,ACC00139,ACC01597,41.78,2024-01-12 13:32:31.661620,0
TXN0003998,ACC00802,ACC00568,237.95,2024-01-12 13:32:34.685538,0
TXN0005280,ACC00213,ACC00794,15.34,2024-01-12 13:33:54.613028,0
TXN0014579,ACC00095,ACC01091,8.25,2024-01-12 13:34:07.777295,0
TXN0006100,ACC00048,ACC01661,16.36,2024-01-12 13:36:56.849116,0
TXN0006223,ACC00360,ACC01202,316.03,2024-01-12 13:38:13.470059,0
TXN0011409,ACC01100,ACC01372,207.73,2024-01-12 13:38:13.526100,0
TXN0015221,ACC00055,ACC01557,154.92,2024-01-12 13:55:41.101623,0
TXN0010165,ACC00924,ACC01774,60.42,2024-01-12 13:55:44.102477,0
TXN0005303,ACC00356,ACC00654,64.35,2024-01-12 14:04:38.431999,0
TXN0001337,ACC00984,ACC01658,23.04,2024-01-12 14:11:23.085001,0
TXN0004447,ACC01277,ACC00878,37.33,2024-01-12 14:21:36.731251,0
TXN0011037,ACC01952,ACC01287,55.68,2024-01-12 14:24:30.689677,0
TXN0016055,ACC01627,ACC00885,17.47,2024-01-12 14:26:37.030851,0
TXN0016412,ACC01765,ACC00082,412.07,2024-01-12 14:30:08.821842,0
TXN0013319,ACC01002,ACC00275,11.85,2024-01-12 14:38:38.966454,0
TXN0000726,ACC01701,ACC01979,33.86,2024-01-12 14:42:40.279829,0
TXN0008833,ACC00965,ACC01484,102.75,2024-01-12 15:17:25.953108,0
TXN0003181,ACC01762,ACC01165,61.97,2024-01-12 15:19:53.862620,0
TXN0001571,ACC01725,ACC00180,7.35,2024-01-12 15:31:00.726051,0
TXN0006177,ACC00270,ACC01227,7.75,2024-01-12 15:33:52.732273,0
TXN0015241,ACC00858,ACC01038,108.65,2024-01-12 15:35:42.309062,0
TXN0008360,ACC01007,ACC00388,72.7,2024-01-12 15:40:03.597141,0
TXN0014499,ACC01522,ACC00793,74.54,2024-01-12 15:40:14.764959,0
TXN0007598,ACC00897,ACC00214,109.2,2024-01-12 15:43:31.300547,0
TXN0016567,ACC01104,ACC00595,85.08,2024-01-12 15:47:10.035455,0
TXN0013018,ACC00555,ACC00076,21.99,2024-01-12 16:01:15.018297,0
TXN0007489,ACC01653,ACC00013,87.38,2024-01-12 16:13:51.493142,0
TXN0000717,ACC01776,ACC01129,39.66,2024-01-12 16:18:21.082254,0
TXN0005668,ACC00487,ACC01055,4.15,2024-01-12 16:23:03.993560,0
TXN0019481,ACC01331,ACC00409,40.02,2024-01-12 16:33:18.540058,1
TXN0017521,ACC00056,ACC00862,78.61,2024-01-12 16:40:45.709481,0
TXN0009444,ACC00337,ACC01753,185.12,2024-01-12 16:50:51.178952,0
TXN0007156,ACC01618,ACC00602,134.46,2024-01-12 16:54:47.860461,0
TXN0012009,ACC00072,ACC01730,20.31,2024-01-12 16:54:52.658161,0
TXN0001745,ACC01229,ACC00541,44.08,2024-01-12 16:56:37.338177,0
TXN0002453,ACC00984,ACC00103,14.03,2024-01-12 16:57:35.440055,0
TXN0000491,ACC00832,ACC01663,195.57,2024-01-12 17:02:57.766990,0
TXN0003121,ACC01092,ACC00782,15.89,2024-01-12 17:13:50.000021,0
TXN0014024,ACC01698,ACC00180,3.69,2024-01-12 17:22:54.978537,0
TXN0019124,ACC01889,ACC00819,14.05,2024-01-12 17:25:58.728373,0
